borrower_id,age,state,annual_income,employment_status,housing_status,dti_ratio,years_at_current_residence,credit_history_years,fico_score,fico_band
BOR100300,67,MS,27200.0,Full-time,Rent,14.1,1.1,48,724,Good (680-739)
BOR100301,53,FL,32700.0,Full-time,Rent,35.2,2.5,31,760,Very Good (740-799)
BOR100302,62,FL,40700.0,Full-time,Own,30.8,3.7,45,770,Very Good (740-799)
BOR100303,27,FL,40800.0,Part-time,Rent,30.8,6.0,9,714,Good (680-739)
BOR100304,26,IN,35500.0,Full-time,Mortgage,22.9,5.3,4,675,Fair (620-679)
BOR100305,48,NJ,46300.0,Full-time,Mortgage,28.2,5.0,32,732,Good (680-739)
BOR100306,46,MN,140200.0,Self-employed,Mortgage,31.9,1.8,23,606,Poor (<620)
BOR100307,56,MO,21500.0,Full-time,Rent,30.2,16.6,33,560,Poor (<620)
BOR100308,21,NC,77800.0,Part-time,Mortgage,39.0,0.8,3,708,Good (680-739)
BOR100309,49,LA,46200.0,Full-time,Own,21.1,19.3,31,615,Poor (<620)
BOR100310,53,CO,38300.0,Full-time,Mortgage,18.0,6.9,36,676,Fair (620-679)
BOR100311,52,OH,18800.0,Self-employed,Rent,11.9,5.7,35,688,Good (680-739)
BOR100312,36,NC,65700.0,Retired,Rent,33.4,4.5,14,696,Good (680-739)
BOR100313,47,GA,24400.0,Full-time,Other,39.6,3.1,24,741,Very Good (740-799)
BOR100314,32,PA,67700.0,Full-time,Rent,20.3,0.2,11,734,Good (680-739)
BOR100315,37,NY,102100.0,Part-time,Own,19.4,4.7,16,693,Good (680-739)
BOR100316,28,MS,26200.0,Full-time,Own,50.9,1.6,12,651,Fair (620-679)
BOR100317,32,NJ,78900.0,Self-employed,Mortgage,44.8,0.2,15,687,Good (680-739)
BOR100318,38,MI,47200.0,Full-time,Mortgage,45.3,0.2,20,641,Fair (620-679)
BOR100319,35,MD,18200.0,Full-time,Rent,35.5,0.3,16,667,Fair (620-679)
BOR100320,32,AZ,27100.0,Full-time,Rent,39.1,0.4,15,850,Exceptional (800+)
BOR100321,25,MS,50500.0,Full-time,Mortgage,29.1,1.4,6,692,Good (680-739)
BOR100322,65,MN,55900.0,Self-employed,Other,17.8,4.2,45,709,Good (680-739)
BOR100323,35,VA,22900.0,Full-time,Mortgage,18.3,2.8,16,634,Fair (620-679)
BOR100324,45,MI,47300.0,Full-time,Rent,32.0,4.2,24,746,Very Good (740-799)
BOR100325,20,NH,67500.0,Full-time,Mortgage,41.3,6.5,1,729,Good (680-739)
BOR100326,57,MD,73100.0,Full-time,Rent,30.3,7.1,38,730,Good (680-739)
BOR100327,43,UT,38700.0,Full-time,Other,38.1,0.1,26,694,Good (680-739)
BOR100328,36,FL,56800.0,Full-time,Own,31.1,1.4,13,747,Very Good (740-799)
BOR100329,36,NV,75600.0,Full-time,Mortgage,35.0,5.1,17,763,Very Good (740-799)
BOR100330,51,TN,68400.0,Part-time,Rent,39.7,2.9,32,698,Good (680-739)
BOR100331,19,NY,69600.0,Full-time,Rent,45.3,2.2,1,673,Fair (620-679)
BOR100332,31,MA,49100.0,Unemployed,Rent,34.9,7.9,10,738,Good (680-739)
BOR100333,40,MD,44700.0,Full-time,Mortgage,51.4,4.7,20,621,Fair (620-679)
BOR100334,39,CA,52700.0,Full-time,Rent,29.7,2.1,17,633,Fair (620-679)
BOR100335,71,NJ,33100.0,Full-time,Rent,45.2,11.3,54,677,Fair (620-679)
BOR100336,37,NV,76900.0,Retired,Own,37.8,9.6,16,567,Poor (<620)
BOR100337,53,GA,23400.0,Full-time,Rent,13.7,0.9,31,734,Good (680-739)
BOR100338,63,NJ,37200.0,Full-time,Rent,46.1,5.4,42,617,Poor (<620)
BOR100339,49,NJ,45900.0,Full-time,Mortgage,22.8,8.4,29,649,Fair (620-679)
BOR100340,33,GA,57600.0,Full-time,Mortgage,29.5,2.7,15,666,Fair (620-679)
BOR100341,26,MS,62700.0,Full-time,Rent,40.7,6.9,3,683,Good (680-739)
BOR100342,50,MN,91100.0,Part-time,Own,24.6,2.1,29,658,Fair (620-679)
BOR100343,61,FL,48300.0,Full-time,Mortgage,31.3,5.4,43,676,Fair (620-679)
BOR100344,48,NH,33800.0,Part-time,Rent,38.6,4.7,25,676,Fair (620-679)
BOR100345,56,LA,43700.0,Self-employed,Mortgage,23.8,4.6,33,651,Fair (620-679)
BOR100346,72,GA,40400.0,Full-time,Own,29.6,0.1,53,630,Fair (620-679)
BOR100347,51,NV,58900.0,Full-time,Other,28.5,1.7,35,750,Very Good (740-799)
BOR100348,28,FL,28800.0,Unemployed,Rent,41.6,1.6,11,543,Poor (<620)
BOR100349,42,NH,43100.0,Full-time,Mortgage,47.7,10.2,19,667,Fair (620-679)
BOR100350,57,IN,96800.0,Full-time,Own,21.0,2.2,34,650,Fair (620-679)
BOR100351,38,IN,50600.0,Full-time,Own,32.8,10.8,16,707,Good (680-739)
BOR100352,59,FL,29000.0,Full-time,Rent,26.8,3.6,42,585,Poor (<620)
BOR100353,40,LA,40000.0,Part-time,Mortgage,32.3,0.3,21,648,Fair (620-679)
BOR100354,45,CA,18000.0,Part-time,Mortgage,49.7,2.4,25,673,Fair (620-679)
BOR100355,37,OH,45400.0,Full-time,Rent,35.8,4.0,21,750,Very Good (740-799)
BOR100356,43,NY,97900.0,Full-time,Rent,26.4,0.3,23,702,Good (680-739)
BOR100357,44,MN,27300.0,Full-time,Rent,18.3,1.1,22,603,Poor (<620)
BOR100358,22,PA,24200.0,Full-time,Rent,42.0,0.0,1,648,Fair (620-679)
BOR100359,36,MS,34800.0,Full-time,Rent,27.4,4.0,17,738,Good (680-739)
BOR100360,26,IN,70600.0,Full-time,Mortgage,24.2,7.7,5,602,Poor (<620)
BOR100361,36,CA,100400.0,Self-employed,Own,35.0,5.9,15,675,Fair (620-679)
BOR100362,31,CA,57100.0,Full-time,Own,37.8,1.2,12,679,Fair (620-679)
BOR100363,53,TX,26100.0,Full-time,Own,28.3,4.2,34,655,Fair (620-679)
BOR100364,53,TN,46200.0,Self-employed,Rent,22.5,2.6,31,850,Exceptional (800+)
BOR100365,48,MN,104300.0,Full-time,Rent,45.7,5.4,31,653,Fair (620-679)
BOR100366,26,OH,40500.0,Full-time,Own,38.8,0.0,4,709,Good (680-739)
BOR100367,40,NV,49700.0,Retired,Own,41.9,4.1,24,630,Fair (620-679)
BOR100368,25,TX,52000.0,Full-time,Rent,28.4,2.0,8,714,Good (680-739)
BOR100369,39,MN,23300.0,Full-time,Mortgage,23.7,1.7,16,737,Good (680-739)
BOR100370,49,MS,73100.0,Self-employed,Rent,26.7,0.5,28,642,Fair (620-679)
BOR100371,53,MN,68500.0,Full-time,Rent,16.8,4.9,35,676,Fair (620-679)
BOR100372,47,MD,19000.0,Full-time,Rent,28.7,1.2,31,622,Fair (620-679)
BOR100373,56,NV,25600.0,Full-time,Mortgage,25.2,5.5,37,606,Poor (<620)
BOR100374,44,TX,30100.0,Full-time,Rent,31.2,3.7,21,747,Very Good (740-799)
BOR100375,38,PA,65300.0,Full-time,Rent,32.5,1.6,18,644,Fair (620-679)
BOR100376,51,NY,33300.0,Part-time,Rent,32.9,15.1,35,523,Poor (<620)
BOR100377,52,WA,55900.0,Full-time,Mortgage,26.1,0.1,30,795,Very Good (740-799)
BOR100378,35,WI,43000.0,Full-time,Rent,20.1,14.7,16,628,Fair (620-679)
BOR100379,46,TN,48100.0,Part-time,Rent,17.6,1.3,28,664,Fair (620-679)
BOR100380,37,NV,58300.0,Full-time,Mortgage,34.0,6.3,17,787,Very Good (740-799)
BOR100381,19,PA,52700.0,Self-employed,Mortgage,33.4,5.6,1,671,Fair (620-679)
BOR100382,46,WI,46200.0,Part-time,Own,18.1,11.2,24,669,Fair (620-679)
BOR100383,25,PA,54000.0,Full-time,Rent,46.3,2.4,8,600,Poor (<620)
BOR100384,45,OH,51400.0,Full-time,Own,40.3,2.5,28,574,Poor (<620)
BOR100385,23,MD,42400.0,Full-time,Mortgage,21.8,1.1,1,669,Fair (620-679)
BOR100386,32,NH,38400.0,Full-time,Mortgage,34.7,2.7,14,704,Good (680-739)
BOR100387,36,TN,108700.0,Full-time,Mortgage,30.6,1.6,13,700,Good (680-739)
BOR100388,55,TX,38200.0,Full-time,Rent,34.6,0.6,38,649,Fair (620-679)
BOR100389,35,TN,86300.0,Full-time,Mortgage,33.7,6.2,12,681,Good (680-739)
BOR100390,28,TX,34300.0,Full-time,Rent,38.7,3.2,9,561,Poor (<620)
BOR100391,45,LA,67100.0,Full-time,Own,46.8,6.0,29,710,Good (680-739)
BOR100392,38,MD,104100.0,Full-time,Mortgage,35.0,1.2,22,690,Good (680-739)
BOR100393,50,PA,40100.0,Full-time,Rent,37.3,3.6,31,808,Exceptional (800+)
BOR100394,29,FL,34500.0,Part-time,Rent,46.6,3.3,13,680,Good (680-739)
BOR100395,44,PA,38400.0,Full-time,Mortgage,26.6,2.3,21,619,Poor (<620)
BOR100396,71,NH,46200.0,Full-time,Mortgage,22.7,7.2,55,677,Fair (620-679)
BOR100397,38,NJ,53900.0,Self-employed,Mortgage,38.7,11.0,16,659,Fair (620-679)
BOR100398,43,MN,45800.0,Full-time,Own,19.8,1.1,21,708,Good (680-739)
BOR100399,21,TN,38600.0,Full-time,Mortgage,23.9,0.9,1,682,Good (680-739)
BOR100400,31,MA,112400.0,Full-time,Rent,47.0,0.9,14,598,Poor (<620)
BOR100401,47,NY,42600.0,Full-time,Mortgage,14.8,1.2,26,574,Poor (<620)
BOR100402,37,NM,35300.0,Full-time,Mortgage,35.0,2.9,16,697,Good (680-739)
BOR100403,48,GA,67800.0,Unemployed,Other,17.6,3.7,26,770,Very Good (740-799)
BOR100404,46,MA,68200.0,Full-time,Rent,36.1,13.0,24,685,Good (680-739)
BOR100405,25,MD,88000.0,Full-time,Mortgage,50.3,3.1,9,733,Good (680-739)
BOR100406,53,IN,111000.0,Full-time,Rent,21.9,0.3,32,746,Very Good (740-799)
BOR100407,26,NM,54500.0,Self-employed,Rent,11.0,6.8,9,697,Good (680-739)
BOR100408,32,NY,41000.0,Full-time,Rent,35.6,12.3,16,627,Fair (620-679)
BOR100409,44,WA,19800.0,Self-employed,Own,25.7,0.8,23,693,Good (680-739)
BOR100410,60,NJ,30600.0,Full-time,Rent,30.2,2.3,41,758,Very Good (740-799)
BOR100411,29,VA,51200.0,Self-employed,Rent,35.6,3.2,7,714,Good (680-739)
BOR100412,43,FL,27400.0,Self-employed,Other,37.6,11.3,22,729,Good (680-739)
BOR100413,43,NY,22800.0,Full-time,Rent,37.7,13.5,26,650,Fair (620-679)
BOR100414,49,OH,48000.0,Unemployed,Own,31.7,4.3,31,667,Fair (620-679)
BOR100415,55,GA,66100.0,Retired,Other,36.4,1.5,33,672,Fair (620-679)
BOR100416,36,NJ,41700.0,Full-time,Mortgage,30.1,1.7,16,677,Fair (620-679)
BOR100417,53,TN,69800.0,Full-time,Mortgage,28.7,2.5,36,756,Very Good (740-799)
BOR100418,57,TN,61500.0,Full-time,Mortgage,31.8,1.3,36,527,Poor (<620)
BOR100419,62,NJ,78200.0,Self-employed,Rent,37.8,9.0,41,682,Good (680-739)
BOR100420,47,NJ,124000.0,Full-time,Rent,25.5,0.4,24,675,Fair (620-679)
BOR100421,43,IL,151200.0,Part-time,Other,34.1,4.4,23,591,Poor (<620)
BOR100422,35,MA,64800.0,Full-time,Rent,27.4,6.3,13,724,Good (680-739)
BOR100423,23,GA,37900.0,Self-employed,Mortgage,24.6,3.5,1,633,Fair (620-679)
BOR100424,38,CA,47900.0,Full-time,Rent,42.5,2.2,21,657,Fair (620-679)
BOR100425,42,NJ,94700.0,Full-time,Own,35.7,3.0,23,800,Exceptional (800+)
BOR100426,40,VA,31200.0,Full-time,Mortgage,35.8,0.2,21,746,Very Good (740-799)
BOR100427,48,IL,89500.0,Part-time,Rent,22.5,1.9,31,717,Good (680-739)
BOR100428,24,MA,43200.0,Self-employed,Other,29.5,1.1,4,705,Good (680-739)
BOR100429,39,AZ,51600.0,Full-time,Rent,38.0,0.9,17,669,Fair (620-679)
BOR100430,65,MD,32400.0,Self-employed,Mortgage,35.7,1.2,49,810,Exceptional (800+)
BOR100431,53,IN,25700.0,Self-employed,Rent,57.6,0.9,30,732,Good (680-739)
BOR100432,48,IN,41100.0,Full-time,Rent,34.2,7.0,26,631,Fair (620-679)
BOR100433,46,GA,83800.0,Full-time,Mortgage,25.4,1.4,26,589,Poor (<620)
BOR100434,37,MN,34000.0,Full-time,Mortgage,27.6,2.4,15,717,Good (680-739)
BOR100435,20,AZ,96300.0,Full-time,Mortgage,23.4,0.8,1,676,Fair (620-679)
BOR100436,46,NJ,36000.0,Self-employed,Mortgage,25.5,6.8,23,587,Poor (<620)
BOR100437,19,TN,28800.0,Full-time,Rent,33.0,0.6,3,708,Good (680-739)
BOR100438,37,NC,52300.0,Full-time,Own,27.4,4.1,14,663,Fair (620-679)
BOR100439,41,WA,63300.0,Full-time,Rent,45.4,1.1,21,714,Good (680-739)
BOR100440,36,WI,50700.0,Full-time,Rent,40.8,0.7,14,709,Good (680-739)
BOR100441,67,LA,49900.0,Full-time,Mortgage,40.6,4.5,48,640,Fair (620-679)
BOR100442,63,MS,95900.0,Full-time,Rent,29.5,3.2,44,721,Good (680-739)
BOR100443,53,WA,48700.0,Self-employed,Rent,41.1,10.1,32,648,Fair (620-679)
BOR100444,30,WA,37700.0,Full-time,Rent,42.2,1.1,11,652,Fair (620-679)
BOR100445,64,MN,28000.0,Full-time,Rent,48.0,1.3,46,645,Fair (620-679)
BOR100446,48,GA,82700.0,Part-time,Mortgage,26.6,8.7,31,754,Very Good (740-799)
BOR100447,30,NV,38500.0,Full-time,Rent,32.1,10.3,14,662,Fair (620-679)
BOR100448,41,WA,40200.0,Part-time,Own,24.5,12.9,18,769,Very Good (740-799)
BOR100449,53,FL,74900.0,Full-time,Other,58.4,3.3,34,796,Very Good (740-799)
BOR100450,34,TX,117500.0,Part-time,Rent,30.0,11.5,16,632,Fair (620-679)
BOR100451,43,NV,52200.0,Full-time,Rent,44.8,9.7,23,500,Poor (<620)
BOR100452,45,TX,43800.0,Self-employed,Mortgage,33.6,13.6,22,748,Very Good (740-799)
BOR100453,28,GA,46500.0,Full-time,Own,40.8,3.8,7,658,Fair (620-679)
BOR100454,38,NC,38000.0,Full-time,Own,31.9,2.3,18,624,Fair (620-679)
BOR100455,29,PA,39700.0,Full-time,Own,41.2,3.5,7,642,Fair (620-679)
BOR100456,51,GA,39800.0,Full-time,Mortgage,34.8,2.2,35,653,Fair (620-679)
BOR100457,30,WI,70300.0,Full-time,Mortgage,49.1,7.1,7,764,Very Good (740-799)
BOR100458,45,CA,44800.0,Full-time,Rent,35.1,8.5,24,690,Good (680-739)
BOR100459,24,NV,86000.0,Full-time,Rent,24.8,4.0,2,763,Very Good (740-799)
BOR100460,27,LA,44300.0,Full-time,Rent,37.2,0.4,10,712,Good (680-739)
BOR100461,27,MI,39500.0,Full-time,Rent,32.1,1.8,9,660,Fair (620-679)
BOR100462,38,PA,82900.0,Self-employed,Rent,22.1,2.7,17,655,Fair (620-679)
BOR100463,43,TN,47100.0,Retired,Rent,35.8,6.4,20,717,Good (680-739)
BOR100464,45,FL,44100.0,Full-time,Rent,25.8,6.0,28,733,Good (680-739)
BOR100465,20,NC,47300.0,Full-time,Rent,29.6,7.8,1,745,Very Good (740-799)
BOR100466,39,UT,90200.0,Full-time,Mortgage,32.4,2.0,21,663,Fair (620-679)
BOR100467,32,NH,53500.0,Self-employed,Rent,11.7,2.3,9,691,Good (680-739)
BOR100468,47,MN,81800.0,Retired,Rent,27.7,6.5,27,718,Good (680-739)
BOR100469,38,GA,42000.0,Full-time,Own,41.2,1.3,19,655,Fair (620-679)
BOR100470,40,MD,76100.0,Full-time,Own,30.1,3.5,17,606,Poor (<620)
BOR100471,32,MD,51900.0,Full-time,Rent,13.0,3.9,15,628,Fair (620-679)
BOR100472,62,MI,69400.0,Full-time,Other,31.2,0.0,43,664,Fair (620-679)
BOR100473,26,IN,72000.0,Full-time,Rent,36.8,9.6,5,723,Good (680-739)
BOR100474,36,CA,30500.0,Part-time,Own,29.0,11.1,17,762,Very Good (740-799)
BOR100475,42,IL,48200.0,Full-time,Mortgage,29.3,6.5,25,592,Poor (<620)
BOR100476,38,WA,71700.0,Full-time,Own,27.5,3.4,20,641,Fair (620-679)
BOR100477,32,PA,77100.0,Part-time,Rent,38.2,0.6,10,657,Fair (620-679)
BOR100478,19,PA,82000.0,Self-employed,Own,23.8,1.3,2,732,Good (680-739)
BOR100479,33,NV,48900.0,Full-time,Mortgage,37.5,11.8,12,646,Fair (620-679)
BOR100480,29,NH,93300.0,Part-time,Rent,29.3,0.4,12,652,Fair (620-679)
BOR100481,61,AZ,34700.0,Full-time,Rent,44.5,6.4,42,588,Poor (<620)
BOR100482,68,NV,23800.0,Full-time,Rent,27.1,6.1,49,711,Good (680-739)
BOR100483,40,NH,41200.0,Full-time,Mortgage,20.9,2.3,23,670,Fair (620-679)
BOR100484,24,NY,79900.0,Full-time,Mortgage,38.2,1.5,2,637,Fair (620-679)
BOR100485,50,NJ,28600.0,Full-time,Own,36.9,3.8,32,663,Fair (620-679)
BOR100486,29,MI,24100.0,Full-time,Rent,36.1,3.3,9,753,Very Good (740-799)
BOR100487,34,TX,21500.0,Self-employed,Own,40.5,1.2,16,615,Poor (<620)
BOR100488,33,CO,64900.0,Full-time,Rent,22.0,0.3,14,625,Fair (620-679)
BOR100489,35,NJ,24300.0,Full-time,Mortgage,24.1,4.1,19,761,Very Good (740-799)
BOR100490,37,VA,59700.0,Full-time,Mortgage,45.2,1.9,20,685,Good (680-739)
BOR100491,25,NY,40200.0,Full-time,Mortgage,36.4,0.4,8,724,Good (680-739)
BOR100492,33,PA,33000.0,Self-employed,Rent,27.4,0.9,12,706,Good (680-739)
BOR100493,53,MS,29700.0,Full-time,Rent,14.4,28.1,33,678,Fair (620-679)
BOR100494,41,TX,51200.0,Full-time,Rent,19.6,0.1,24,657,Fair (620-679)
BOR100495,43,IL,33200.0,Full-time,Mortgage,22.4,2.7,27,734,Good (680-739)
BOR100496,19,GA,46500.0,Self-employed,Mortgage,26.4,2.1,1,756,Very Good (740-799)
BOR100497,52,WA,55900.0,Full-time,Mortgage,35.1,1.8,33,750,Very Good (740-799)
BOR100498,33,MA,61400.0,Full-time,Rent,18.3,9.3,17,603,Poor (<620)
BOR100499,54,WA,71000.0,Full-time,Mortgage,26.7,0.2,34,765,Very Good (740-799)
BOR100500,43,TX,50200.0,Full-time,Own,19.4,0.7,24,657,Fair (620-679)
BOR100501,34,OH,29100.0,Full-time,Rent,27.8,1.1,17,631,Fair (620-679)
BOR100502,21,NV,57500.0,Full-time,Rent,55.8,4.2,2,669,Fair (620-679)
BOR100503,67,IN,62600.0,Full-time,Own,43.9,3.1,44,734,Good (680-739)
BOR100504,51,IN,43000.0,Full-time,Own,37.7,7.0,28,715,Good (680-739)
BOR100505,51,MO,41000.0,Full-time,Mortgage,26.8,1.3,32,663,Fair (620-679)
BOR100506,63,CO,142000.0,Full-time,Rent,21.2,4.5,40,734,Good (680-739)
BOR100507,44,TX,26100.0,Retired,Rent,31.1,4.0,22,689,Good (680-739)
BOR100508,57,NC,58200.0,Self-employed,Own,16.5,4.8,39,643,Fair (620-679)
BOR100509,35,AZ,74700.0,Full-time,Mortgage,38.5,9.3,18,634,Fair (620-679)
BOR100510,50,NC,40000.0,Full-time,Mortgage,30.0,6.8,34,707,Good (680-739)
BOR100511,33,NV,43200.0,Full-time,Mortgage,31.7,11.2,17,675,Fair (620-679)
BOR100512,35,VA,38900.0,Retired,Rent,15.4,7.1,16,591,Poor (<620)
BOR100513,42,MN,46600.0,Full-time,Own,32.5,1.6,26,735,Good (680-739)
BOR100514,26,NV,69900.0,Full-time,Rent,29.6,3.9,5,649,Fair (620-679)
BOR100515,45,WA,42700.0,Part-time,Mortgage,22.4,8.4,27,783,Very Good (740-799)
BOR100516,37,MS,189000.0,Full-time,Rent,34.2,6.8,20,589,Poor (<620)
BOR100517,19,MA,38000.0,Full-time,Rent,28.0,3.7,1,668,Fair (620-679)
BOR100518,36,NV,86700.0,Full-time,Rent,34.9,0.2,16,635,Fair (620-679)
BOR100519,37,NC,59600.0,Full-time,Rent,38.2,0.9,20,617,Poor (<620)
BOR100520,51,WA,49000.0,Full-time,Rent,21.2,4.0,33,648,Fair (620-679)
BOR100521,44,AZ,90400.0,Retired,Rent,33.1,1.4,26,795,Very Good (740-799)
BOR100522,58,FL,22700.0,Full-time,Rent,32.9,2.4,35,689,Good (680-739)
BOR100523,47,MI,56500.0,Self-employed,Rent,44.4,1.4,31,629,Fair (620-679)
BOR100524,34,MS,33800.0,Full-time,Own,40.4,6.3,17,561,Poor (<620)
BOR100525,40,TN,38300.0,Self-employed,Rent,28.5,4.5,17,568,Poor (<620)
BOR100526,37,PA,37500.0,Full-time,Rent,27.7,3.5,16,645,Fair (620-679)
BOR100527,47,NC,30200.0,Full-time,Rent,33.5,0.7,29,639,Fair (620-679)
BOR100528,42,PA,22200.0,Self-employed,Rent,20.8,0.4,26,665,Fair (620-679)
BOR100529,33,CA,55500.0,Full-time,Other,22.3,1.8,12,532,Poor (<620)
BOR100530,41,MS,45300.0,Full-time,Own,27.3,4.8,20,674,Fair (620-679)
BOR100531,47,NJ,40700.0,Self-employed,Rent,8.2,0.1,24,747,Very Good (740-799)
BOR100532,29,GA,65600.0,Full-time,Rent,22.1,5.0,13,785,Very Good (740-799)
BOR100533,45,TN,57100.0,Full-time,Own,28.7,1.8,22,557,Poor (<620)
BOR100534,22,CA,41400.0,Unemployed,Own,59.6,7.2,2,628,Fair (620-679)
BOR100535,54,OH,184000.0,Self-employed,Mortgage,25.6,4.9,34,624,Fair (620-679)
BOR100536,47,MD,73700.0,Full-time,Rent,38.6,1.4,25,689,Good (680-739)
BOR100537,61,TN,140100.0,Self-employed,Other,30.0,2.2,43,601,Poor (<620)
BOR100538,28,NH,38700.0,Self-employed,Rent,36.4,3.7,8,789,Very Good (740-799)
BOR100539,55,TN,52200.0,Full-time,Mortgage,21.2,13.9,32,683,Good (680-739)
BOR100540,52,VA,26700.0,Full-time,Rent,16.5,3.4,32,672,Fair (620-679)
BOR100541,39,CO,40200.0,Full-time,Own,45.8,0.8,16,784,Very Good (740-799)
BOR100542,36,MS,35900.0,Full-time,Other,18.7,2.9,20,679,Fair (620-679)
BOR100543,28,MD,179500.0,Full-time,Rent,46.8,2.5,6,706,Good (680-739)
BOR100544,25,UT,34100.0,Retired,Rent,28.3,6.0,2,631,Fair (620-679)
BOR100545,32,MN,42000.0,Part-time,Own,23.7,1.6,12,591,Poor (<620)
BOR100546,26,LA,24200.0,Self-employed,Rent,26.8,2.2,10,640,Fair (620-679)
BOR100547,60,FL,59300.0,Full-time,Rent,48.0,7.6,43,822,Exceptional (800+)
BOR100548,23,MD,31100.0,Full-time,Other,25.0,5.6,5,721,Good (680-739)
BOR100549,43,NJ,70500.0,Full-time,Rent,28.2,13.6,22,698,Good (680-739)
BOR100550,46,AZ,20900.0,Part-time,Mortgage,41.8,0.8,24,617,Poor (<620)
BOR100551,45,IN,44100.0,Full-time,Mortgage,36.7,0.0,28,739,Good (680-739)
BOR100552,46,UT,20300.0,Full-time,Mortgage,52.8,7.6,29,592,Poor (<620)
BOR100553,52,NH,37400.0,Self-employed,Rent,43.7,0.4,35,578,Poor (<620)
BOR100554,36,GA,41000.0,Full-time,Own,25.0,9.2,19,644,Fair (620-679)
BOR100555,42,WI,35600.0,Full-time,Rent,45.0,0.9,23,807,Exceptional (800+)
BOR100556,37,CO,37200.0,Full-time,Rent,12.8,4.0,15,803,Exceptional (800+)
BOR100557,57,NC,72200.0,Unemployed,Mortgage,39.7,5.3,38,651,Fair (620-679)
BOR100558,66,NY,124100.0,Full-time,Rent,25.5,1.1,44,636,Fair (620-679)
BOR100559,27,TX,54300.0,Full-time,Rent,38.0,2.8,7,573,Poor (<620)
BOR100560,19,MN,31700.0,Unemployed,Rent,51.6,2.8,1,685,Good (680-739)
BOR100561,48,WA,48000.0,Retired,Rent,15.3,3.3,29,691,Good (680-739)
BOR100562,54,NH,39800.0,Full-time,Rent,41.2,6.2,32,731,Good (680-739)
BOR100563,64,VA,69600.0,Self-employed,Own,40.4,0.6,48,739,Good (680-739)
BOR100564,50,NH,53100.0,Retired,Rent,38.6,1.8,31,667,Fair (620-679)
BOR100565,58,NJ,22900.0,Full-time,Rent,22.2,0.2,39,716,Good (680-739)
BOR100566,61,MN,76400.0,Part-time,Own,31.1,1.8,39,634,Fair (620-679)
BOR100567,59,TX,72000.0,Full-time,Own,22.4,5.3,41,715,Good (680-739)
BOR100568,52,AZ,91400.0,Self-employed,Own,36.3,3.9,35,647,Fair (620-679)
BOR100569,26,MN,37000.0,Full-time,Rent,19.0,2.2,6,710,Good (680-739)
BOR100570,41,MS,53400.0,Part-time,Mortgage,27.6,4.0,21,705,Good (680-739)
BOR100571,45,NV,27400.0,Self-employed,Mortgage,38.3,0.3,26,684,Good (680-739)
BOR100572,40,CA,45600.0,Full-time,Rent,24.7,1.5,20,732,Good (680-739)
BOR100573,41,MI,55800.0,Part-time,Rent,28.0,3.5,22,578,Poor (<620)
BOR100574,60,TX,35000.0,Full-time,Rent,22.9,2.3,43,611,Poor (<620)
BOR100575,32,FL,54400.0,Full-time,Rent,34.6,0.4,10,662,Fair (620-679)
BOR100576,51,MO,50300.0,Retired,Mortgage,30.6,1.1,34,586,Poor (<620)
BOR100577,45,MD,38100.0,Retired,Rent,24.7,6.5,24,654,Fair (620-679)
BOR100578,31,MN,87500.0,Part-time,Rent,25.7,0.8,14,656,Fair (620-679)
BOR100579,28,LA,42000.0,Self-employed,Mortgage,33.6,0.1,6,765,Very Good (740-799)
BOR100580,21,WI,49500.0,Full-time,Mortgage,21.4,2.6,4,689,Good (680-739)
BOR100581,47,MN,24100.0,Full-time,Rent,31.6,4.5,26,747,Very Good (740-799)
BOR100582,40,TX,58900.0,Self-employed,Rent,32.3,6.6,17,700,Good (680-739)
BOR100583,31,IL,37600.0,Self-employed,Rent,33.6,6.1,8,645,Fair (620-679)
BOR100584,19,TN,71700.0,Full-time,Rent,26.7,3.0,2,689,Good (680-739)
BOR100585,46,LA,25800.0,Full-time,Rent,38.1,0.7,25,727,Good (680-739)
BOR100586,39,CA,56600.0,Part-time,Mortgage,41.6,2.6,21,758,Very Good (740-799)
BOR100587,32,WA,18000.0,Full-time,Rent,38.5,14.3,16,671,Fair (620-679)
BOR100588,29,MO,61500.0,Self-employed,Mortgage,34.1,1.3,6,573,Poor (<620)
BOR100589,38,CA,43100.0,Full-time,Own,17.7,5.5,18,568,Poor (<620)
BOR100590,47,NJ,55800.0,Full-time,Rent,48.8,3.3,28,659,Fair (620-679)
BOR100591,37,LA,35600.0,Full-time,Mortgage,32.6,4.6,17,528,Poor (<620)
BOR100592,27,MO,30400.0,Part-time,Own,35.1,10.9,10,797,Very Good (740-799)
BOR100593,40,IL,38300.0,Retired,Mortgage,24.9,1.0,17,719,Good (680-739)
BOR100594,54,NV,50800.0,Full-time,Other,29.9,2.4,35,639,Fair (620-679)
BOR100595,41,NC,60400.0,Retired,Rent,43.8,1.1,21,608,Poor (<620)
BOR100596,42,NV,53500.0,Full-time,Other,39.8,6.2,19,747,Very Good (740-799)
BOR100597,37,GA,30600.0,Full-time,Own,28.9,2.4,20,608,Poor (<620)
BOR100598,30,MA,106600.0,Self-employed,Own,47.3,1.4,7,614,Poor (<620)
BOR100599,30,MI,54200.0,Full-time,Mortgage,21.9,3.1,11,630,Fair (620-679)
BOR100600,21,OH,35200.0,Full-time,Rent,15.2,2.8,5,687,Good (680-739)
