loan_id,borrower_id,origination_date,origination_state,vintage_quarter,loan_amount,term_months,interest_rate,loan_purpose,origination_channel,current_status,current_balance,days_past_due,is_delinquent,is_closed,last_performance_month
LN500194,BOR100194,2024-03-14,IL,2024Q1,14230.0,24,0.1373,Debt Consolidation,Online,Current,1339.77,0,False,False,2025-12-01
LN500195,BOR100195,2024-09-09,WI,2024Q3,24840.0,24,0.1405,Debt Consolidation,Online,Current,9061.83,0,False,False,2025-12-01
LN500196,BOR100196,2025-08-23,NV,2025Q3,24640.0,60,0.1999,Auto,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN500197,BOR100197,2025-04-01,FL,2025Q2,6020.0,24,0.0917,Auto,Branch,Current,3890.34,0,False,False,2025-12-01
LN500198,BOR100198,2024-02-18,TX,2024Q1,12460.0,36,0.1986,Debt Consolidation,Branch,Current,5366.14,0,False,False,2025-12-01
LN500199,BOR100199,2024-10-22,TN,2024Q4,11370.0,60,0.177,Major Purchase,Online,Current,9385.67,0,False,False,2025-12-01
LN500200,BOR100200,2024-09-18,NY,2024Q3,8680.0,36,0.2453,Debt Consolidation,Broker,Current,5584.1,0,False,False,2025-12-01
LN500201,BOR100201,2025-08-22,NV,2025Q3,21040.0,36,0.2084,Debt Consolidation,Broker,30DPD,19627.93,30,True,False,2025-12-01
LN500202,BOR100202,2024-03-23,GA,2024Q1,13780.0,60,0.1526,Auto,Online,Current,9886.88,0,False,False,2025-12-01
LN500203,BOR100203,2024-02-15,NY,2024Q1,15770.0,36,0.1247,Debt Consolidation,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN500204,BOR100204,2024-08-06,MS,2024Q3,12730.0,48,0.1481,Debt Consolidation,Broker,Current,9048.74,0,False,False,2025-12-01
LN500205,BOR100205,2025-04-27,PA,2025Q2,15060.0,48,0.1447,Medical,Branch,Paid_Off,0.0,0,False,True,2025-10-01
LN500206,BOR100206,2025-08-02,GA,2025Q3,11130.0,48,0.071,Auto,Partner,Current,10112.09,0,False,False,2025-12-01
LN500207,BOR100207,2025-12-03,PA,2025Q4,24670.0,36,0.2182,Home Improvement,Online,Current,24178.72,0,False,False,2025-12-01
LN500208,BOR100208,2025-09-17,FL,2025Q3,16570.0,48,0.2688,Auto,Online,30DPD,16327.18,30,True,False,2025-12-01
LN500209,BOR100209,2024-05-18,CA,2024Q2,6600.0,48,0.2071,Home Improvement,Online,30DPD,4933.94,30,True,False,2025-10-01
LN500210,BOR100210,2024-10-03,TX,2024Q4,15870.0,60,0.2087,Medical,Online,Paid_Off,0.0,0,False,True,2025-11-01
LN500211,BOR100211,2025-12-06,PA,2025Q4,12930.0,36,0.208,Debt Consolidation,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN500212,BOR100212,2025-02-09,TX,2025Q1,17940.0,24,0.1594,Medical,Branch,Current,10418.26,0,False,False,2025-12-01
LN500213,BOR100213,2025-07-10,MA,2025Q3,13620.0,36,0.1113,Major Purchase,Branch,Current,11652.38,0,False,False,2025-12-01
LN500214,BOR100214,2025-06-27,MO,2025Q2,15660.0,48,0.0781,Medical,Partner,Paid_Off,0.0,0,False,True,2025-10-01
LN500215,BOR100215,2024-08-02,MI,2024Q3,18570.0,48,0.1258,Debt Consolidation,Broker,Current,13025.59,0,False,False,2025-12-01
LN500216,BOR100216,2024-11-21,GA,2024Q4,26020.0,48,0.0739,Debt Consolidation,Partner,Current,19205.57,0,False,False,2025-12-01
LN500217,BOR100217,2024-11-04,WA,2024Q4,14360.0,36,0.1942,Other,Broker,30DPD,13672.13,30,True,False,2025-02-01
LN500218,BOR100218,2025-11-02,LA,2025Q4,15720.0,36,0.2561,Debt Consolidation,Branch,Default,16055.49,120,True,True,2025-12-01
LN500219,BOR100219,2024-03-10,NV,2024Q1,33290.0,36,0.1123,Home Improvement,Online,Current,14286.12,0,False,False,2025-12-01
LN500220,BOR100220,2024-04-01,TX,2024Q2,18880.0,36,0.2539,Major Purchase,Broker,Paid_Off,0.0,0,False,True,2025-03-01
LN500221,BOR100221,2025-05-16,PA,2025Q2,2090.0,48,0.2096,Debt Consolidation,Online,Current,1850.42,0,False,False,2025-12-01
LN500222,BOR100222,2025-03-06,IL,2025Q1,8110.0,60,0.1432,Debt Consolidation,Partner,Current,7125.58,0,False,False,2025-12-01
LN500223,BOR100223,2025-02-14,OH,2025Q1,13680.0,36,0.1738,Debt Consolidation,Broker,Current,10222.77,0,False,False,2025-12-01
LN500224,BOR100224,2025-01-08,MA,2025Q1,19910.0,24,0.1815,Other,Online,Current,10849.27,0,False,False,2025-12-01
LN500225,BOR100225,2024-05-27,NJ,2024Q2,27280.0,36,0.2315,Home Improvement,Partner,60DPD,25471.12,60,True,False,2024-11-01
LN500226,BOR100226,2024-06-24,TX,2024Q2,6060.0,48,0.1462,Major Purchase,Online,Current,4071.2,0,False,False,2025-12-01
LN500227,BOR100227,2025-01-22,MI,2025Q1,9620.0,48,0.0941,Home Improvement,Online,Current,7541.89,0,False,False,2025-12-01
LN500228,BOR100228,2024-02-26,WA,2024Q1,16260.0,60,0.1655,Medical,Online,Current,11536.23,0,False,False,2025-12-01
LN500229,BOR100229,2025-11-02,FL,2025Q4,11750.0,36,0.2087,Medical,Online,Default,11954.35,120,True,True,2025-12-01
LN500230,BOR100230,2025-12-05,NV,2025Q4,14160.0,24,0.2366,Debt Consolidation,Online,30DPD,14439.19,30,True,False,2025-12-01
LN500231,BOR100231,2025-12-01,TX,2025Q4,12370.0,60,0.208,Debt Consolidation,Partner,30DPD,12584.41,30,True,False,2025-12-01
LN500232,BOR100232,2025-05-06,MS,2025Q2,17030.0,36,0.1293,Debt Consolidation,Online,30DPD,15612.12,30,True,False,2025-09-01
LN500233,BOR100233,2025-08-25,FL,2025Q3,32170.0,24,0.1505,Debt Consolidation,Partner,Paid_Off,0.0,0,False,True,2025-12-01
LN500234,BOR100234,2024-06-23,NV,2024Q2,12240.0,36,0.1965,Debt Consolidation,Broker,Current,6670.42,0,False,False,2025-12-01
LN500235,BOR100235,2024-04-15,MS,2024Q2,11610.0,36,0.2692,Major Purchase,Branch,30DPD,10731.44,30,True,False,2024-09-01
LN500236,BOR100236,2025-04-17,NH,2025Q2,16440.0,60,0.1333,Auto,Online,Current,14612.31,0,False,False,2025-12-01
LN500237,BOR100237,2024-09-27,MN,2024Q3,14730.0,24,0.2092,Debt Consolidation,Online,Current,5602.33,0,False,False,2025-12-01
LN500238,BOR100238,2025-10-10,MN,2025Q4,47680.0,60,0.1179,Other,Online,Current,45901.33,0,False,False,2025-12-01
LN500239,BOR100239,2025-03-02,IN,2025Q1,12040.0,24,0.2109,Auto,Branch,Current,7625.87,0,False,False,2025-12-01
LN500240,BOR100240,2024-06-12,MN,2024Q2,19050.0,48,0.2433,Other,Online,Current,13592.74,0,False,False,2025-12-01
LN500241,BOR100241,2024-05-25,NY,2024Q2,10370.0,36,0.1577,Debt Consolidation,Broker,Current,5213.16,0,False,False,2025-12-01
LN500242,BOR100242,2024-06-15,AZ,2024Q2,11720.0,36,0.0835,Debt Consolidation,Branch,Paid_Off,0.0,0,False,True,2025-08-01
LN500243,BOR100243,2025-09-19,WA,2025Q3,8610.0,60,0.1279,Major Purchase,Online,Current,8190.51,0,False,False,2025-12-01
LN500244,BOR100244,2025-09-16,LA,2025Q3,16120.0,48,0.1551,Debt Consolidation,Online,Current,15123.04,0,False,False,2025-12-01
LN500245,BOR100245,2025-05-13,VA,2025Q2,7350.0,60,0.1361,Home Improvement,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN500246,BOR100246,2025-04-11,MI,2025Q2,14310.0,36,0.2422,Debt Consolidation,Partner,60DPD,13092.06,60,True,False,2025-11-01
LN500247,BOR100247,2024-07-08,IN,2024Q3,24960.0,36,0.2244,Other,Branch,60DPD,20946.24,60,True,False,2025-05-01
LN500248,BOR100248,2024-07-15,OH,2024Q3,19380.0,36,0.2842,Debt Consolidation,Online,30DPD,19483.72,30,True,False,2024-08-01
LN500249,BOR100249,2025-10-14,NY,2025Q4,13170.0,60,0.112,Debt Consolidation,Broker,Current,12671.15,0,False,False,2025-12-01
LN500250,BOR100250,2024-12-20,VA,2024Q4,37400.0,48,0.0867,Home Improvement,Partner,Current,28510.87,0,False,False,2025-12-01
LN500251,BOR100251,2025-05-19,NJ,2025Q2,9620.0,48,0.1411,Other,Online,Current,8366.98,0,False,False,2025-12-01
LN500252,BOR100252,2025-12-17,IL,2025Q4,31200.0,36,0.1536,Debt Consolidation,Broker,Current,30512.29,0,False,False,2025-12-01
LN500253,BOR100253,2025-08-07,NC,2025Q3,10000.0,24,0.2358,Debt Consolidation,Online,Current,8283.24,0,False,False,2025-12-01
LN500254,BOR100254,2025-04-12,NC,2025Q2,18140.0,48,0.1505,Medical,Online,30DPD,17801.4,30,True,False,2025-06-01
LN500255,BOR100255,2025-04-23,NC,2025Q2,9530.0,36,0.0986,Debt Consolidation,Partner,Paid_Off,0.0,0,False,True,2025-09-01
LN500256,BOR100256,2025-06-10,MI,2025Q2,16520.0,24,0.1592,Debt Consolidation,Broker,Current,12228.68,0,False,False,2025-12-01
LN500257,BOR100257,2025-12-23,MD,2025Q4,26490.0,48,0.2042,Major Purchase,Broker,Current,26128.73,0,False,False,2025-12-01
LN500258,BOR100258,2025-05-16,GA,2025Q2,11050.0,48,0.241,Debt Consolidation,Online,90DPD,11277.84,90,True,False,2025-10-01
LN500259,BOR100259,2025-09-18,NM,2025Q3,29510.0,24,0.1031,Home Improvement,Online,Current,25002.65,0,False,False,2025-12-01
LN500260,BOR100260,2025-11-15,MS,2025Q4,13150.0,60,0.1515,Debt Consolidation,Online,Current,12852.43,0,False,False,2025-12-01
LN500261,BOR100261,2025-11-14,VA,2025Q4,9950.0,60,0.2509,Medical,Broker,90DPD,10370.43,90,True,False,2025-12-01
LN500262,BOR100262,2025-05-10,NC,2025Q2,29610.0,60,0.2079,Home Improvement,Online,Current,27190.53,0,False,False,2025-12-01
LN500263,BOR100263,2025-11-25,AZ,2025Q4,9870.0,36,0.2199,Home Improvement,Online,Current,9474.36,0,False,False,2025-12-01
LN500264,BOR100264,2024-12-13,NV,2024Q4,5420.0,48,0.1685,Medical,Online,Current,4289.63,0,False,False,2025-12-01
LN500265,BOR100265,2025-03-10,IN,2025Q1,5940.0,48,0.1455,Auto,Partner,Paid_Off,0.0,0,False,True,2025-08-01
LN500266,BOR100266,2025-06-09,NV,2025Q2,18970.0,48,0.2125,Debt Consolidation,Online,90DPD,19455.43,90,True,False,2025-10-01
LN500267,BOR100267,2025-09-17,AZ,2025Q3,8890.0,24,0.0972,Auto,Online,Current,7525.25,0,False,False,2025-12-01
LN500268,BOR100268,2024-05-01,TN,2024Q2,12150.0,36,0.1623,Debt Consolidation,Online,Current,6128.41,0,False,False,2025-12-01
LN500269,BOR100269,2024-09-13,GA,2024Q3,11830.0,24,0.1184,Major Purchase,Online,Paid_Off,0.0,0,False,True,2025-03-01
LN500270,BOR100270,2025-08-27,WI,2025Q3,26360.0,60,0.175,Major Purchase,Online,Current,24929.88,0,False,False,2025-12-01
LN500271,BOR100271,2024-03-09,PA,2024Q1,19190.0,36,0.0617,Debt Consolidation,Online,Current,7886.28,0,False,False,2025-12-01
LN500272,BOR100272,2024-11-02,MD,2024Q4,19200.0,60,0.2057,Home Improvement,Online,Current,16290.17,0,False,False,2025-12-01
LN500273,BOR100273,2024-12-26,LA,2024Q4,17960.0,48,0.208,Debt Consolidation,Broker,Default,17860.28,120,True,True,2025-07-01
LN500274,BOR100274,2024-10-24,NY,2024Q4,11800.0,36,0.2238,Debt Consolidation,Broker,Current,7811.42,0,False,False,2025-12-01
LN500275,BOR100275,2024-04-07,TN,2024Q2,8910.0,36,0.1725,Debt Consolidation,Online,Current,4273.68,0,False,False,2025-12-01
LN500276,BOR100276,2025-04-22,FL,2025Q2,7810.0,48,0.2506,Auto,Online,90DPD,7887.51,90,True,False,2025-10-01
LN500277,BOR100277,2024-05-18,MD,2024Q2,17050.0,24,0.1462,Major Purchase,Online,Current,3196.59,0,False,False,2025-12-01
LN500278,BOR100278,2024-03-10,TX,2024Q1,11350.0,48,0.2509,Home Improvement,Online,Current,7500.76,0,False,False,2025-12-01
LN500279,BOR100279,2025-03-08,MS,2025Q1,21520.0,36,0.1504,Other,Online,Current,16474.93,0,False,False,2025-12-01
LN500280,BOR100280,2024-02-23,NY,2024Q1,12660.0,24,0.2288,Auto,Online,Current,649.96,0,False,False,2025-12-01
LN500281,BOR100281,2024-07-17,UT,2024Q3,18500.0,48,0.1946,Medical,Partner,Current,13164.39,0,False,False,2025-12-01
LN500282,BOR100282,2025-09-22,MN,2025Q3,32000.0,48,0.13,Debt Consolidation,Online,Current,29919.24,0,False,False,2025-12-01
LN500283,BOR100283,2024-01-21,TN,2024Q1,39920.0,60,0.0726,Debt Consolidation,Online,Current,25660.31,0,False,False,2025-12-01
LN500284,BOR100284,2024-02-02,MN,2024Q1,13050.0,60,0.2435,Home Improvement,Online,Current,9771.51,0,False,False,2025-12-01
LN500285,BOR100285,2024-08-13,MN,2024Q3,19480.0,36,0.1799,Home Improvement,Online,Current,11567.43,0,False,False,2025-12-01
LN500286,BOR100286,2024-06-24,NM,2024Q2,6050.0,48,0.2008,Auto,Online,Current,4208.67,0,False,False,2025-12-01
LN500287,BOR100287,2025-02-12,OH,2025Q1,8240.0,36,0.2433,Other,Broker,Current,6318.98,0,False,False,2025-12-01
LN500288,BOR100288,2024-06-09,MA,2024Q2,14800.0,48,0.2014,Auto,Partner,Current,10299.38,0,False,False,2025-12-01
LN500289,BOR100289,2024-12-14,FL,2024Q4,20600.0,36,0.1463,Other,Online,Current,14173.15,0,False,False,2025-12-01
LN500290,BOR100290,2024-02-27,TN,2024Q1,10500.0,36,0.1509,Debt Consolidation,Broker,Current,4345.72,0,False,False,2025-12-01
LN500291,BOR100291,2024-08-15,PA,2024Q3,9140.0,60,0.0663,Major Purchase,Branch,Current,6849.27,0,False,False,2025-12-01
LN500292,BOR100292,2024-07-18,AZ,2024Q3,9440.0,36,0.1363,Debt Consolidation,Branch,Current,5198.2,0,False,False,2025-12-01
LN500293,BOR100293,2025-06-14,MA,2025Q2,20880.0,36,0.221,Home Improvement,Partner,Current,17817.18,0,False,False,2025-12-01
LN500294,BOR100294,2024-04-01,VA,2024Q2,14890.0,60,0.1806,Home Improvement,Branch,Current,11107.45,0,False,False,2025-12-01
LN500295,BOR100295,2024-07-05,WA,2024Q3,16550.0,36,0.2182,Other,Broker,30DPD,14369.86,30,True,False,2025-02-01
LN500296,BOR100296,2025-07-27,CO,2025Q3,16260.0,48,0.1105,Debt Consolidation,Branch,Current,14596.64,0,False,False,2025-12-01
LN500297,BOR100297,2025-06-17,MN,2025Q2,18420.0,36,0.2446,Debt Consolidation,Branch,Current,15802.57,0,False,False,2025-12-01
LN500298,BOR100298,2024-09-04,WA,2024Q3,13970.0,36,0.2374,Major Purchase,Broker,60DPD,11458.9,60,True,False,2025-08-01
LN500299,BOR100299,2024-05-21,TN,2024Q2,16750.0,36,0.2367,Debt Consolidation,Broker,Current,8902.66,0,False,False,2025-12-01
LN500300,BOR100300,2025-10-08,MS,2025Q4,16610.0,36,0.1426,Medical,Online,Current,15479.45,0,False,False,2025-12-01
LN500301,BOR100301,2024-02-20,FL,2024Q1,5540.0,24,0.1075,Debt Consolidation,Online,Current,255.4,0,False,False,2025-12-01
LN500302,BOR100302,2025-09-25,FL,2025Q3,18880.0,48,0.1129,Debt Consolidation,Branch,Current,17610.22,0,False,False,2025-12-01
LN500303,BOR100303,2024-09-18,FL,2024Q3,15490.0,36,0.1055,Major Purchase,Branch,Current,9203.4,0,False,False,2025-12-01
LN500304,BOR100304,2024-08-24,IN,2024Q3,14510.0,24,0.1473,Debt Consolidation,Online,Current,4679.24,0,False,False,2025-12-01
LN500305,BOR100305,2025-09-11,NJ,2025Q3,8530.0,24,0.1143,Debt Consolidation,Online,Current,7239.62,0,False,False,2025-12-01
LN500306,BOR100306,2025-10-25,MN,2025Q4,11920.0,48,0.2143,Debt Consolidation,Branch,Current,11434.43,0,False,False,2025-12-01
LN500307,BOR100307,2025-06-15,MO,2025Q2,13130.0,60,0.2568,Home Improvement,Online,90DPD,13508.54,90,True,False,2025-12-01
LN500308,BOR100308,2024-02-24,NC,2024Q1,4500.0,60,0.1475,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2024-08-01
LN500309,BOR100309,2025-05-22,LA,2025Q2,13780.0,24,0.2201,Debt Consolidation,Broker,60DPD,11279.12,60,True,False,2025-12-01
LN500310,BOR100310,2025-09-26,CO,2025Q3,12940.0,36,0.1548,Major Purchase,Online,Current,11779.0,0,False,False,2025-12-01
LN500311,BOR100311,2024-02-04,OH,2024Q1,17340.0,24,0.17,Debt Consolidation,Broker,Current,845.32,0,False,False,2025-12-01
LN500312,BOR100312,2025-11-14,NC,2025Q4,12130.0,48,0.1244,Debt Consolidation,Broker,Current,11735.34,0,False,False,2025-12-01
LN500313,BOR100313,2024-05-13,GA,2024Q2,12280.0,48,0.1061,Home Improvement,Broker,Current,7784.32,0,False,False,2025-12-01
LN500314,BOR100314,2025-01-12,PA,2025Q1,13720.0,48,0.103,Debt Consolidation,Online,Current,10798.39,0,False,False,2025-12-01
LN500315,BOR100315,2025-04-13,NY,2025Q2,5800.0,36,0.1486,Medical,Online,Current,4581.34,0,False,False,2025-12-01
LN500316,BOR100316,2024-08-10,MS,2024Q3,9960.0,36,0.1849,Major Purchase,Online,Default,9531.58,120,True,True,2025-03-01
LN500317,BOR100317,2025-05-18,NJ,2025Q2,14820.0,36,0.1518,Other,Online,Paid_Off,0.0,0,False,True,2025-11-01
LN500318,BOR100318,2024-09-13,MI,2024Q3,6960.0,60,0.2024,Major Purchase,Branch,Current,5724.04,0,False,False,2025-12-01
LN500319,BOR100319,2024-10-20,MD,2024Q4,12930.0,36,0.1963,Major Purchase,Branch,Current,8439.36,0,False,False,2025-12-01
LN500320,BOR100320,2024-02-02,AZ,2024Q1,9640.0,48,0.0781,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2024-12-01
LN500321,BOR100321,2025-10-06,MS,2025Q4,9060.0,60,0.1464,Debt Consolidation,Online,Current,8746.31,0,False,False,2025-12-01
LN500322,BOR100322,2024-06-24,MN,2024Q2,18370.0,36,0.1295,Auto,Partner,Current,9559.62,0,False,False,2025-12-01
LN500323,BOR100323,2025-12-06,VA,2025Q4,7240.0,36,0.2112,Medical,Branch,90DPD,7367.42,90,True,False,2025-12-01
LN500324,BOR100324,2024-07-20,MI,2024Q3,10640.0,36,0.0887,Debt Consolidation,Broker,Current,5672.01,0,False,False,2025-12-01
LN500325,BOR100325,2024-04-05,NH,2024Q2,5990.0,48,0.0937,Other,Online,Current,3641.54,0,False,False,2025-12-01
LN500326,BOR100326,2024-10-13,MD,2024Q4,10830.0,36,0.1201,Home Improvement,Broker,Current,6783.49,0,False,False,2025-12-01
LN500327,BOR100327,2024-06-18,UT,2024Q2,5080.0,48,0.1472,Debt Consolidation,Partner,Paid_Off,0.0,0,False,True,2025-07-01
LN500328,BOR100328,2025-07-20,FL,2025Q3,14590.0,48,0.1235,Major Purchase,Branch,Current,13133.59,0,False,False,2025-12-01
LN500329,BOR100329,2025-12-17,NV,2025Q4,23410.0,48,0.0968,Debt Consolidation,Broker,Current,23008.69,0,False,False,2025-12-01
LN500330,BOR100330,2025-04-23,TN,2025Q2,12090.0,48,0.1547,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-11-01
LN500331,BOR100331,2025-08-05,NY,2025Q3,14830.0,24,0.1728,Debt Consolidation,Broker,Current,12145.4,0,False,False,2025-12-01
LN500332,BOR100332,2025-09-04,MA,2025Q3,9140.0,36,0.1114,Home Improvement,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN500333,BOR100333,2024-06-17,MD,2024Q2,10080.0,36,0.2056,Medical,Broker,Current,5526.63,0,False,False,2025-12-01
LN500334,BOR100334,2025-12-17,CA,2025Q4,17570.0,60,0.2063,Debt Consolidation,Broker,Current,17400.38,0,False,False,2025-12-01
LN500335,BOR100335,2025-10-22,NJ,2025Q4,8910.0,24,0.149,Debt Consolidation,Branch,Current,7935.12,0,False,False,2025-12-01
LN500336,BOR100336,2025-11-09,NV,2025Q4,8650.0,36,0.2381,Home Improvement,Online,30DPD,8651.45,30,True,False,2025-12-01
LN500337,BOR100337,2025-04-05,GA,2025Q2,4880.0,48,0.0995,Auto,Online,Current,4106.0,0,False,False,2025-12-01
LN500338,BOR100338,2025-10-08,NJ,2025Q4,8040.0,48,0.2361,Auto,Online,Current,7727.32,0,False,False,2025-12-01
LN500339,BOR100339,2025-02-06,NJ,2025Q1,10210.0,48,0.1896,Home Improvement,Branch,Current,8497.81,0,False,False,2025-12-01
LN500340,BOR100340,2025-06-13,GA,2025Q2,6110.0,36,0.1619,Debt Consolidation,Online,Current,5140.85,0,False,False,2025-12-01
LN500341,BOR100341,2025-06-06,MS,2025Q2,12830.0,36,0.1427,Other,Online,60DPD,11629.06,60,True,False,2025-12-01
LN500342,BOR100342,2025-10-04,MN,2025Q4,15630.0,36,0.1939,Major Purchase,Online,Current,14643.84,0,False,False,2025-12-01
LN500343,BOR100343,2024-06-18,FL,2024Q2,9120.0,36,0.1731,Home Improvement,Broker,30DPD,8233.52,30,True,False,2024-11-01
LN500344,BOR100344,2024-01-03,NH,2024Q1,13560.0,36,0.1485,Debt Consolidation,Broker,Current,5200.91,0,False,False,2025-12-01
LN500345,BOR100345,2024-10-25,LA,2024Q4,10550.0,48,0.196,Debt Consolidation,Online,Current,8082.85,0,False,False,2025-12-01
LN500346,BOR100346,2025-08-18,GA,2025Q3,28200.0,36,0.2025,Auto,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN500347,BOR100347,2024-11-02,NV,2024Q4,5890.0,24,0.1143,Medical,Branch,Current,2617.84,0,False,False,2025-12-01
LN500348,BOR100348,2024-09-04,FL,2024Q3,20520.0,24,0.2399,Auto,Online,60DPD,12808.74,60,True,False,2025-09-01
LN500349,BOR100349,2024-10-24,NH,2024Q4,16080.0,48,0.1731,Other,Branch,Current,12182.2,0,False,False,2025-12-01
LN500350,BOR100350,2025-04-26,IN,2025Q2,8000.0,36,0.194,Debt Consolidation,Online,Current,6410.1,0,False,False,2025-12-01
LN500351,BOR100351,2024-03-12,IN,2024Q1,13150.0,48,0.1559,Debt Consolidation,Broker,Current,8117.7,0,False,False,2025-12-01
LN500352,BOR100352,2025-09-25,FL,2025Q3,15140.0,48,0.2289,Home Improvement,Online,Current,14335.11,0,False,False,2025-12-01
LN500353,BOR100353,2024-10-23,LA,2024Q4,23840.0,60,0.1801,Debt Consolidation,Broker,Default,23315.89,120,True,True,2025-07-01
LN500354,BOR100354,2025-04-18,CA,2025Q2,15430.0,36,0.1525,Auto,Broker,Current,12203.21,0,False,False,2025-12-01
LN500355,BOR100355,2024-04-23,OH,2024Q2,5840.0,48,0.0941,Major Purchase,Online,Paid_Off,0.0,0,False,True,2025-11-01
LN500356,BOR100356,2025-11-25,NY,2025Q4,14180.0,60,0.1571,Debt Consolidation,Partner,Current,13863.92,0,False,False,2025-12-01
LN500357,BOR100357,2025-04-18,MN,2025Q2,19700.0,36,0.2163,Home Improvement,Online,Current,15892.15,0,False,False,2025-12-01
LN500358,BOR100358,2024-05-07,PA,2024Q2,37110.0,60,0.195,Major Purchase,Branch,Current,28451.59,0,False,False,2025-12-01
LN500359,BOR100359,2025-10-07,MS,2025Q4,9100.0,36,0.1145,Debt Consolidation,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN500360,BOR100360,2025-02-07,IN,2025Q1,32030.0,36,0.2149,Medical,Online,Current,24309.99,0,False,False,2025-12-01
LN500361,BOR100361,2025-06-01,CA,2025Q2,14700.0,48,0.1712,Auto,Branch,Current,13126.4,0,False,False,2025-12-01
LN500362,BOR100362,2025-07-20,CA,2025Q3,5660.0,60,0.1718,Debt Consolidation,Online,Current,5285.76,0,False,False,2025-12-01
LN500363,BOR100363,2024-11-05,TX,2024Q4,30440.0,60,0.1783,Debt Consolidation,Broker,Current,25533.37,0,False,False,2025-12-01
LN500364,BOR100364,2024-08-15,TN,2024Q3,9230.0,24,0.0625,Debt Consolidation,Online,Current,2811.95,0,False,False,2025-12-01
LN500365,BOR100365,2024-12-09,MN,2024Q4,20770.0,36,0.1823,Medical,Broker,Current,14530.53,0,False,False,2025-12-01
LN500366,BOR100366,2025-09-22,OH,2025Q3,8260.0,48,0.1215,Home Improvement,Online,Current,7713.78,0,False,False,2025-12-01
LN500367,BOR100367,2025-03-21,NV,2025Q1,24320.0,60,0.2148,Debt Consolidation,Online,30DPD,24284.56,30,True,False,2025-05-01
LN500368,BOR100368,2024-02-13,TX,2024Q1,15750.0,36,0.131,Home Improvement,Branch,Current,6408.33,0,False,False,2025-12-01
LN500369,BOR100369,2025-11-20,MN,2025Q4,10110.0,48,0.1148,Home Improvement,Broker,Current,9774.52,0,False,False,2025-12-01
LN500370,BOR100370,2024-11-03,MS,2024Q4,8940.0,36,0.1717,Home Improvement,Online,60DPD,7318.82,60,True,False,2025-09-01
LN500371,BOR100371,2025-11-15,MN,2025Q4,9810.0,36,0.1681,Auto,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN500372,BOR100372,2024-02-04,MD,2024Q1,9490.0,60,0.2333,Debt Consolidation,Online,Current,7058.96,0,False,False,2025-12-01
LN500373,BOR100373,2025-05-01,NV,2025Q2,6150.0,60,0.2196,Auto,Online,Default,6245.65,120,True,True,2025-12-01
LN500374,BOR100374,2024-01-08,TX,2024Q1,7560.0,48,0.0957,Debt Consolidation,Branch,Current,4139.32,0,False,False,2025-12-01
LN500375,BOR100375,2024-11-04,PA,2024Q4,37830.0,36,0.2045,Debt Consolidation,Partner,Current,25772.05,0,False,False,2025-12-01
LN500376,BOR100376,2025-07-09,NY,2025Q3,11190.0,36,0.2534,Home Improvement,Online,Default,11460.7,120,True,True,2025-12-01
